baseName;nodeName;description
Ibreprods;Ibreprods_Índice de Confiança Empresarial;"""O Índice de Confiança Empresarial (ICE) é um indicador-síntese que agrega os dados das sondagens da Indústria de Transformação, Serviços, Comércio e Construção. Essas sondagens têm como objetivo fornecer informações relevantes para o monitoramento da situação atual e a antecipação de eventos futuros da economia. Além do ICE, são produzidos os subíndices de Situação Atual Empresarial (ISA-E) e de Expectativas Empresariais (IE-E), que retratam a percepção em relação ao momento atual e o grau de otimismo em relação ao futuro próximo.  Os índices são calculados mensalmente e são divulgados gratuitamente. Eles são ajustados sazonalmente pelo método X-13 Arima Seats e padronizados para refletirem uma média de 100 e desvio-padrão de 10 entre julho de 2010 e junho de 2015.  O ICE e seus subíndices são amplamente utilizados para antecipar os rumos da economia no curto prazo. Eles abrangem todo o território nacional e possuem uma série histórica que remonta a janeiro de 2001.  Em resumo, o Índice de Confiança Empresarial é um importante instrumento para analisar a confiança dos empresários nos diversos setores da economia brasileira, permitindo antecipar tendências e auxiliar na tomada de decisões econômicas."""
Ibreprods;Ibreprods_Sondagem do Consumidor;"""A Sondagem do Consumidor é uma pesquisa mensal realizada pelo FGV IBRE que busca captar o sentimento dos consumidores em relação à situação geral da economia e suas finanças pessoais. Através dessa pesquisa, é possível identificar se os consumidores estão satisfeitos e otimistas em relação ao futuro, o que tende a impulsionar o consumo, ou se estão insatisfeitos e pessimistas, o que leva a uma redução nos gastos. A confiança do consumidor tem um papel importante no crescimento econômico, pois influencia diretamente suas decisões de gastos e poupança futuras.  A Sondagem do Consumidor foi inspirada em indicadores de confiança do consumidor utilizados nos Estados Unidos e na Comunidade Europeia. Ela avalia a situação econômica atual, as perspectivas para os próximos seis meses, o mercado de trabalho e as intenções de compras de bens de alto valor nesse período. A pesquisa é realizada em sete das principais capitais brasileiras, contando com uma rede de mais de dois mil informantes.  A pesquisa é utilizada para antecipar os rumos da economia no curto prazo, sendo uma ferramenta útil para empresas, investidores e formuladores de políticas públicas. Sua abrangência geográfica abrange as capitais Belo Horizonte, Brasília, Porto Alegre, Recife, Rio de Janeiro, São Paulo e Salvador. A coleta de dados é feita nas três primeiras semanas de cada mês, com periodicidade mensal. A série histórica da Sondagem do Consumidor iniciou-se em setembro de 2005."""
Ibreprods;Ibreprods_Sondagem de Serviços;"""A Sondagem de Serviços é uma pesquisa realizada pelo FGV IBRE que fornece informações sobre o setor de serviços no Brasil. Essa pesquisa é a primeira a nível nacional que coleta de forma sistemática dados sobre o segmento de serviços, que representa mais de 63% do PIB brasileiro. Os resultados mensais da sondagem oferecem insights sobre as tendências de curto prazo e o panorama geral das empresas do setor, sendo informações relevantes tanto para a tomada de decisões empresariais quanto para a formulação de políticas econômicas.  O questionário da Sondagem de Serviços é direcionado às empresas e aborda temas como a situação dos negócios, o volume de demanda, o faturamento, os preços e o contingente de mão-de-obra. O indicador-síntese da pesquisa é o Índice de Confiança de Serviços (ICS), composto por quatro quesitos: volume de demanda atual, situação atual dos negócios, expectativas sobre volume de demanda para os próximos três meses e situação dos negócios para os próximos seis meses.  A cobertura setorial da Sondagem de Serviços abrange diversos segmentos, como serviços prestados às famílias, serviços de informação e comunicação, serviços profissionais, administrativos e complementares, transportes, serviços auxiliares aos transportes e correio, atividades imobiliárias, serviços de manutenção e reparação, entre outras atividades de serviços.  A pesquisa é realizada mensalmente, com coleta de dados nas três primeiras semanas de cada mês, e possui uma série histórica que se inicia em junho de 2008. Seu principal uso está na antecipação dos rumos da economia no curto prazo. A abrangência geográfica é nacional."""
Ibreprods;Ibreprods_Sondagem do Comércio;A Sondagem do Comércio, oferecida pelo FGV IBRE, é um importante produto de análise econômica que tem como objetivo fornecer informações sobre o desempenho do setor de comércio no Brasil. Através dessa pesquisa, são coletados dados sobre vendas, estoques, encomendas, expectativas de demanda, entre outros indicadores, que permitem uma análise abrangente e atualizada do cenário econômico do setor. A Sondagem do Comércio é realizada mensalmente, por meio de questionários respondidos por empresários do comércio varejista. Com base nos resultados dessas sondagens, é possível analisar a evolução do setor, identificar tendências e antecipar movimentos do mercado, auxiliando na tomada de decisões estratégicas para empresas, investidores e formuladores de políticas públicas. Através dessas informações, é possível compreender a confiança dos empresários do comércio, identificar a demanda e a oferta de produtos, bem como acompanhar a evolução das vendas e a expectativa de crescimento do setor. A Sondagem do Comércio é uma ferramenta essencial para acompanhar o desempenho e as perspectivas do setor de comércio no Brasil.
Ibreprods;Ibreprods_Sondagem da Construção;"""A Sondagem da Construção é uma pesquisa mensal realizada pelo FGV IBRE que fornece um conjunto de informações para o monitoramento e antecipação de tendências econômicas no setor da construção. Com base nas melhores práticas internacionais, essa sondagem se destaca por sua rapidez na produção e divulgação dos dados, se tornando uma ferramenta essencial para análise de conjuntura e tomada de decisão tanto no setor público quanto no privado.  O questionário básico da Sondagem da Construção é composto por 11 perguntas que abordam exclusivamente a atividade econômica das empresas do setor. Essas perguntas englobam temas como demanda atual, mão de obra, acesso ao crédito e situação geral dos negócios. O índice de confiança da construção (ICST) é o indicador-síntese da pesquisa, composto por quatro quesitos: situação atual dos negócios, carteira de contratos, expectativas de demanda futura e expectativas em relação à evolução dos negócios nos próximos meses.  A Sondagem da Construção tem como principal uso a antecipação dos rumos da economia no curto prazo. Sua abrangência geográfica é nacional e abrange setores como preparação do terreno, construção de edifícios, obras de infraestrutura, entre outros. A coleta de dados ocorre durante as três primeiras semanas de cada mês e a periodicidade da pesquisa é mensal. A série histórica dessa sondagem teve início em julho de 2010."""
Ibreprods;Ibreprods_Sondagem da Indústria;A Sondagem da Indústria de Transformação é um levantamento estatístico realizado pelo FGV IBRE que fornece informações úteis para o monitoramento e antecipação de tendências econômicas. Essa sondagem é uma ferramenta importante para a tomada de decisões empresariais, análises econômicas acadêmicas e de consultoria, além da elaboração de políticas econômicas pelo governo.  O questionário da pesquisa abrange diversas áreas da empresa, como capacidade instalada, contingente de mão de obra, demanda interna e externa, estoques, situação dos negócios e produção. Também são incluídos quesitos trimestrais, como fatores limitativos à expansão da produção e avaliações sobre preços de matérias-primas e componentes nos mercados interno e externo.  O Índice de Confiança da Indústria de Transformação (ICI) é o indicador-síntese dessa pesquisa, composto por seis quesitos relacionados à demanda total, estoques, situação atual dos negócios e expectativas futuras de produção e emprego. A cobertura setorial da pesquisa abrange diversos segmentos da indústria de transformação.  A Sondagem da Indústria de Transformação permite a antecipação dos rumos da economia no curto prazo e possui abrangência nacional. A coleta de dados ocorre nas três primeiras semanas de cada mês, com periodicidade mensal. A série histórica da pesquisa remonta a outubro de 1966 e abrange diferentes setores da indústria.  Em resumo, a Sondagem da Indústria de Transformação é um importante instrumento de análise econômica, fornecendo informações relevantes sobre a capacidade produtiva, demanda, estoques e confiança da indústria. Esses dados permitem uma melhor compreensão e monitoramento da atividade econômica, auxiliando na tomada de decisões empresariais e na elaboração de políticas econômicas.
Ibreprods;Ibreprods_Sondagem da América Latina;"""A Sondagem da América Latina, oferecida pelo FGV IBRE, é uma pesquisa aplicada simultaneamente em todos os países da região com o objetivo de fornecer um retrato abrangente e ágil da situação econômica. Realizada por especialistas econômicos, a sondagem gera informações qualitativas e quantitativas sobre a economia dos países, utilizando o Índice de Clima Econômico (ICE) como indicador síntese. O ICE é composto pelos Índices da Situação Atual (ISA) e de Expectativas (IE), que abordam a situação econômica geral do país no presente e nos próximos seis meses. Os índices individuais são combinados sem ponderação, e o ICE varia de 0 a 200 pontos, sendo 100 o ponto neutro. Para agregados de países, como a América Latina, os índices são agregados pelo PIB corrigido pela Paridade do Poder de Compra (PIB PPP). A Sondagem da América Latina possui uma abrangência geográfica que inclui países como Argentina, Chile, Colômbia, México, Peru, Uruguai, entre outros. A coleta de dados ocorre trimestralmente nos meses de janeiro, abril, julho e outubro, e a série histórica remonta a 1994. Este produto/serviço permite uma análise econômica mais ampla e atualizada da região latino-americana."""
Ibreprods;Ibreprods_Sondagem de Investimentos;"""A Sondagem de Investimentos, descontinuada em janeiro de 2019, era um levantamento estatístico trimestral realizado pela FGV IBRE que fornecia sinalizações sobre os investimentos produtivos no setor industrial. Iniciada em 1998 como um quesito especial da Sondagem da Indústria de Transformação, a pesquisa se tornou independente a partir de 2007. O questionário era direcionado às empresas e abrangia temas como capacidade produtiva, objetivos de investimento e fatores limitativos. As perguntas abordavam informações anuais com horizonte temporal variado, incluindo avaliações sobre investimentos ocorridos no ano anterior, o ano corrente e o triênio seguinte. Os responsáveis pelo preenchimento dos questionários eram colaboradores em nível de diretoria ou gerência, com conhecimento sobre o planejamento estratégico da empresa. A pesquisa tinha cobertura setorial similar à Pesquisa Industrial Anual (PIA) do IBGE e divulgava resultados para a indústria de transformação, principais segmentos e categorias de uso. Seu principal uso era na antecipação dos rumos da economia no curto prazo, tendo abrangência nacional. A coleta dos dados ocorria bimestralmente nos dois primeiros meses de cada trimestre, e a série histórica iniciou-se em 1998."""
Ibreprods;Ibreprods_Indicador de Expectativa de Inflação dos Consumidores;O Indicador de Expectativa de Inflação dos Consumidores é um produto oferecido pelo FGV IBRE que fornece informações relevantes sobre as expectativas de inflação dos consumidores. Obtido por meio da Sondagem de Expectativas do Consumidor, esse indicador permite antecipar os rumos da economia no curto prazo e auxilia na tomada de decisões tanto no âmbito privado quanto na definição de políticas econômicas de curto prazo.  Esse indicador é produzido pelo FGV IBRE desde setembro de 2005 e inicialmente era divulgado como um complemento às análises sobre a evolução da confiança do consumidor. A sua periodicidade é mensal e engloba sete capitais brasileiras: Belo Horizonte, Brasília, Porto Alegre, Recife, Rio de Janeiro, São Paulo e Salvador.  Ao acompanhar a série histórica do Indicador de Expectativa de Inflação dos Consumidores, é possível ter uma visão mais abrangente sobre as expectativas inflacionárias ao longo do tempo. Essas informações são de grande importância para o entendimento do processo inflacionário e podem ser utilizadas como suporte para a tomada de decisão em diversos setores da economia.  Em resumo, o Indicador de Expectativa de Inflação dos Consumidores do FGV IBRE é um instrumento fundamental para analisar as expectativas de inflação dos consumidores, antecipar os rumos da economia no curto prazo e embasar decisões tanto no setor privado quanto na definição de políticas econômicas de curto prazo.
Ibreprods;Ibreprods_Sondagem de Comércio;"""A Sondagem de Comércio do FGV IBRE é uma pesquisa realizada desde março de 2010, que busca antecipar os rumos da economia no curto prazo. A pesquisa é direcionada às empresas do setor de comércio varejista, abrangendo temas como a situação dos negócios, volume de demanda, compras, acesso ao crédito e contingente de mão-de-obra. O indicador-síntese da pesquisa é o Índice de Confiança do Comércio Varejista Ampliado (ICOM do Varejo Ampliado), composto por quatro quesitos: volume de demanda atual, situação atual dos negócios, expectativas sobre vendas (três meses) e situação dos negócios (seis meses). A pesquisa tem cobertura nacional e abrange os setores de Varejo Ampliado, Varejo Restrito, Veículos, Motos e Peças e Material para Construção. A coleta dos dados é realizada nas três primeiras semanas de cada mês, e a periodicidade é mensal. A série histórica da pesquisa data desde março de 2010. A rapidez na divulgação dos resultados e a qualidade da amostra tornam essa pesquisa uma ferramenta indispensável para a tomada de decisões empresariais no setor de comércio varejista."""
Ibreprods;Ibreprods_Indicador de Incerteza da Economia;O Indicador de Incerteza Econômica é um produto fornecido pelo FGV IBRE que busca quantificar a incerteza na economia brasileira. Esse indicador é calculado a partir de informações coletadas dos principais jornais do país e das expectativas do mercado financeiro em relação a variáveis macroeconômicas.  A aplicabilidade desse indicador é bastante relevante, uma vez que evidências empíricas mostram que choques de incerteza podem ter impactos negativos nas empresas e famílias, desestimulando investimentos, inibindo a produção e reduzindo a propensão ao consumo. Além disso, o crescimento da incerteza na economia também prejudica a eficácia da política monetária.  O Indicador de Incerteza da Economia é composto por dois subindicadores. O primeiro é o Indicador de Incerteza na Mídia, que reflete a incidência de termos relacionados à incerteza em artigos de seis dos principais jornais do país. O segundo é o Indicador de Dispersão de Expectativas, que é elaborado com base na dispersão das previsões de especialistas para três variáveis macroeconômicas: taxa de câmbio e Selic, 12 meses à frente, e IPCA acumulado para os próximos 12 meses.  O cálculo do Indicador de Incerteza é feito ponderando o Indicador de Incerteza na Mídia em 80% e o Indicador de Dispersão de Expectativas em 20%. O acesso a esse indicador é gratuito e ele é divulgado mensalmente pelo FGV IBRE.  Em resumo, o Indicador de Incerteza Econômica do FGV IBRE é uma ferramenta importante para mensurar a incerteza na economia brasileira, considerando tanto informações da mídia quanto expectativas do mercado financeiro. Seu objetivo é auxiliar na compreensão dos impactos que a incerteza pode ter nas empresas, famílias e na eficácia das políticas econômicas.
Ibreprods;Ibreprods_Barômetros Econômicos Globais;O Barômetros Econômicos Globais é um produto oferecido pelo FGV IBRE em parceria com o KOF Swiss Economic Institute, com o objetivo de analisar o desenvolvimento econômico global de forma oportuna. Ele é dividido em dois indicadores: o coincidente, que reflete o estado atual da atividade econômica, e o antecedente, que sinaliza a trajetória futura do desenvolvimento econômico mundial. Esses indicadores são o resultado de pesquisas de tendência econômica realizadas em mais de 50 países, buscando alcançar uma cobertura global ampla.  A metodologia utilizada para criar esses barômetros envolve mais de 1.000 séries temporais para o Barômetro Global Coincidente e mais de 600 séries temporais para o Barômetro Global Antecedente. A análise de correlação cruzada é realizada para decidir quais séries temporais são incluídas nos barômetros, utilizando como referência a taxa de crescimento anual do produto interno bruto (PIB) global. A partir daí, as séries temporais são agregadas aos barômetros utilizando o método dos mínimos quadrados parciais.  O Barômetros Econômicos Globais é utilizado para acompanhar e analisar o desenvolvimento econômico global, proporcionando uma visão abrangente e atualizada da situação econômica global. Sua periodicidade é mensal e a série histórica está disponível desde julho de 1991. Com sua ampla cobertura geográfica e metodologia robusta, o Barômetros Econômicos Globais se torna uma ferramenta valiosa para economistas, analistas de mercado, empresas e instituições financeiras que buscam compreender o panorama econômico global e tomar decisões com base nessas informações.
Ibreprods;Ibreprods_IACE e ICCE;O IACE e ICCE são indicadores compostos da economia brasileira produzidos pelo FGV IBRE em parceria com o The Conference Board. O objetivo do IACE é antecipar a direção da economia no curto prazo, permitindo uma comparação com outros 11 países e regiões. Já o ICCE mede as condições econômicas atuais e a intensidade da atividade econômica mensalmente. O IACE é composto por oito componentes, incluindo índices de expectativas das sondagens da indústria, serviços e consumidor, além de índices de produção física, exportações e termos de troca, Ibovespa e taxa referencial de swaps DI pré-fixada. O ICCE é constituído por índices de produção física da indústria, consumo de energia elétrica na indústria, volume de vendas do comércio varejista, expedição de papel e papelão ondulado, número de pessoas ocupadas e rendimento médio real do trabalho assalariado. Lançados em julho de 2013, esses indicadores são importantes ferramentas para analisar os ciclos econômicos do Brasil. O The Conference Board é uma instituição global que realiza pesquisas e seminários sobre negócios, trabalhando para o interesse público e fornecendo conhecimentos práticos para melhorar o desempenho das empresas internacionais.
Ibreprods;Ibreprods_Indicador Antecedente de Emprego;O Indicador Antecedente de Emprego é um produto oferecido pelo FGV IBRE que tem como objetivo antecipar os movimentos do mercado de trabalho no Brasil. Ele é baseado em dados extraídos das Sondagens Empresariais e do Consumidor produzidas pelo próprio instituto.  Para construir o indicador, são utilizados dados das expectativas em relação ao mercado de trabalho, que são extraídos da Sondagem do Consumidor, e dados sobre o emprego previsto, a situação atual dos negócios e a tendência dos negócios, que são extraídos da Sondagem da Indústria e da Sondagem de Serviços.  O indicador da Sondagem do Consumidor é construído a partir das expectativas dos consumidores para os meses seguintes em relação ao mercado de trabalho. Já os indicadores das Sondagens Empresariais são obtidos a partir de perguntas sobre o presente e o futuro próximo nas áreas da indústria e dos serviços.  Todos os indicadores são ajustados sazonalmente e expressos como desvios em relação à tendência de longo prazo. Eles são agregados utilizando-se pesos gerados pela Análise dos Componentes Principais.  O Indicador Antecedente de Emprego tem abrangência nacional e é atualizado mensalmente desde junho de 2008. Ele é utilizado para antecipar os rumos do mercado de trabalho, proporcionando informações importantes para empresas, investidores e formuladores de políticas públicas.
